text,intent
One item is missing from my order.,missing_package
My package is missing an item.,missing_package
The parcel arrived without one product.,missing_package
I did not receive all the items.,missing_package
My order is incomplete.,missing_package
The box was missing one product.,missing_package
I received fewer items than ordered.,missing_package
One product was not included.,missing_package
My parcel is incomplete.,missing_package
I received only part of my order.,missing_package
An item is missing from the package.,missing_package
The package arrived with missing products.,missing_package
One accessory is missing.,missing_package
Some items are missing from my parcel.,missing_package

Mere order mein ek item missing hai.,missing_package
Package mein ek product nahi mila.,missing_package
Mera parcel incomplete hai.,missing_package
Ek samaan nahi aaya.,missing_package
Order mein ek cheez kam hai.,missing_package
Mujhe saare items nahi mile.,missing_package
Parcel mein product missing hai.,missing_package
Ek accessory nahi mili.,missing_package
Mera order adhoora hai.,missing_package
Package mein ek item kam hai.,missing_package
Box ke andar ek product nahi tha.,missing_package
Mujhe sirf ek item mila.,missing_package
Order ka ek part missing hai.,missing_package
Parcel pura nahi hai.,missing_package
Ek product deliver nahi hua.,missing_package

Mere parcel mein ek item missing hai.,missing_package
Package incomplete hai.,missing_package
Order mein ek product kam hai.,missing_package
Please missing item check karo.,missing_package
Can you check missing product?,missing_package
Mujhe pura order nahi mila.,missing_package
Ek item nahi aaya.,missing_package
Parcel ke andar product missing hai.,missing_package
Missing item ka complaint karna hai.,missing_package
Order incomplete deliver hua.,missing_package
Box mein item nahi tha.,missing_package
Package mein saman kam nikla.,missing_package
Missing product ka kya karna hai?,missing_package
Order ka ek item deliver nahi hua.,missing_package
Parcel incomplete deliver hua.,missing_package

item missing.,missing_package
missing product.,missing_package
parcel incomplete.,missing_package
box empty.,missing_package
one item missing.,missing_package
My package arrived damaged.,damaged_package
The product is damaged.,damaged_package
I received a broken item.,damaged_package
My parcel was damaged during delivery.,damaged_package
The box is damaged.,damaged_package
The item is defective.,damaged_package
I received a damaged product.,damaged_package
The package was torn.,damaged_package
The product is not in good condition.,damaged_package
The parcel arrived broken.,damaged_package
The screen of the product is cracked.,damaged_package
The item was damaged inside the box.,damaged_package
The product has physical damage.,damaged_package
The package was crushed during delivery.,damaged_package
I need a replacement because the item is damaged.,damaged_package

Mera package damage ho gaya hai.,damaged_package
Mujhe damaged product mila hai.,damaged_package
Parcel toot gaya hai.,damaged_package
Product broken hai.,damaged_package
Box damage hai.,damaged_package
Delivery ke time package damage ho gaya.,damaged_package
Item kharab hai.,damaged_package
Mujhe defective product mila hai.,damaged_package
Screen toot gayi hai.,damaged_package
Package phata hua mila.,damaged_package
Product ki condition kharab hai.,damaged_package
Item toot kar aaya hai.,damaged_package
Box daba hua hai.,damaged_package
Product damage hai.,damaged_package
Parcel damage deliver hua hai.,damaged_package

Mera parcel damage hai.,damaged_package
Product broken aaya hai.,damaged_package
Please damaged item replace karo.,damaged_package
Package phata hua hai.,damaged_package
Can you check damaged product?,damaged_package
Mujhe broken item mila hai.,damaged_package
Delivery mein product damage ho gaya.,damaged_package
Box toot gaya hai.,damaged_package
Product ki screen crack hai.,damaged_package
Damaged parcel receive hua.,damaged_package
Item kharab nikla.,damaged_package
Package ki condition achhi nahi hai.,damaged_package
Damaged product ka complaint karna hai.,damaged_package
Parcel damage deliver hua.,damaged_package
Replacement chahiye product damage hai.,damaged_package

damaged package.,damaged_package
broken product.,damaged_package
item damaged.,damaged_package
parcel broken.,damaged_package
box damaged.,damaged_package

I received the wrong product.,wrong_delivery
This is not the item I ordered.,wrong_delivery
The wrong package was delivered.,wrong_delivery
I got someone else's order.,wrong_delivery
The delivered product is incorrect.,wrong_delivery
I received the wrong item.,wrong_delivery
This package belongs to someone else.,wrong_delivery
The product doesn't match my order.,wrong_delivery
Wrong order delivered to me.,wrong_delivery
I received a different product.,wrong_delivery
The item delivered is completely different.,wrong_delivery
This is not my package.,wrong_delivery
I got the wrong color and model.,wrong_delivery
The courier delivered the wrong parcel.,wrong_delivery
Please replace the wrongly delivered item.,wrong_delivery

Mujhe galat product mila hai.,wrong_delivery
Ye mera order nahi hai.,wrong_delivery
Galat parcel deliver hua hai.,wrong_delivery
Mujhe kisi aur ka order mila hai.,wrong_delivery
Galat item deliver hua hai.,wrong_delivery
Product order se match nahi karta.,wrong_delivery
Mujhe dusra product mila hai.,wrong_delivery
Ye package mera nahi hai.,wrong_delivery
Courier ne galat parcel diya.,wrong_delivery
Mera order kuch aur tha.,wrong_delivery
Mujhe wrong delivery mili hai.,wrong_delivery
Ye galat saman hai.,wrong_delivery
Order ke badle dusra item aaya hai.,wrong_delivery
Galat color deliver hua hai.,wrong_delivery
Galat model bhej diya gaya.,wrong_delivery

Mujhe wrong product mila.,wrong_delivery
Please wrong order replace karo.,wrong_delivery
Ye mera parcel nahi hai.,wrong_delivery
Can you check wrong delivery?,wrong_delivery
Wrong item receive hua hai.,wrong_delivery
Courier ne galat package diya.,wrong_delivery
Mera order alag tha.,wrong_delivery
Product change ho gaya lagta hai.,wrong_delivery
Galat saman deliver hua hai.,wrong_delivery
Ye kisi aur ka order hai.,wrong_delivery
Package galat address se aaya hai.,wrong_delivery
Wrong delivery ka complaint karna hai.,wrong_delivery
Order ke badle dusra parcel mila.,wrong_delivery
Galat parcel receive hua.,wrong_delivery
Wrong product replace kar do.,wrong_delivery

wrong product.,wrong_delivery
wrong item received.,wrong_delivery
wrong parcel.,wrong_delivery
received wrong order.,wrong_delivery
this isn't my order.,wrong_delivery
Leave the package at the front door.,delivery_instructions
Call me before delivery.,delivery_instructions
Please don't ring the doorbell.,delivery_instructions
Deliver it to the security guard.,delivery_instructions
Leave the parcel with my neighbor.,delivery_instructions
Place the package at the reception.,delivery_instructions
Hand it over to my family member.,delivery_instructions
Leave the package outside the door.,delivery_instructions
Deliver after calling me.,delivery_instructions
Do not leave the package unattended.,delivery_instructions
Please leave it in the mailbox.,delivery_instructions
Call me when you arrive.,delivery_instructions
Leave it with the watchman.,delivery_instructions
Deliver only after confirming with me.,delivery_instructions
Keep the package in a safe place.,delivery_instructions

Package gate ke bahar rakh dena.,delivery_instructions
Delivery se pehle mujhe call karna.,delivery_instructions
Doorbell mat bajana.,delivery_instructions
Parcel security guard ko de dena.,delivery_instructions
Package padosi ke paas chhod dena.,delivery_instructions
Reception par parcel rakh dena.,delivery_instructions
Mere family member ko de dena.,delivery_instructions
Parcel darwaze ke bahar rakh dena.,delivery_instructions
Aane se pehle phone karna.,delivery_instructions
Package unattended mat chhodna.,delivery_instructions
Letter box mein parcel rakh dena.,delivery_instructions
Ghar pahunchne par call karna.,delivery_instructions
Watchman ko parcel de dena.,delivery_instructions
Confirm karke hi delivery karna.,delivery_instructions
Package safe jagah par rakhna.,delivery_instructions

Gate ke bahar parcel rakh dena.,delivery_instructions
Please delivery se pehle call karna.,delivery_instructions
Bell mat bajana.,delivery_instructions
Security ko parcel de dena.,delivery_instructions
Can you leave package with neighbor?,delivery_instructions
Reception pe parcel rakh dena.,delivery_instructions
Call karke delivery karna.,delivery_instructions
Package bahar mat chhodna.,delivery_instructions
Watchman ko de dena.,delivery_instructions
Family member ko handover kar dena.,delivery_instructions
Safe place pe parcel rakhna.,delivery_instructions
Package receive karne se pehle phone karna.,delivery_instructions
Parcel ko front door pe rakh dena.,delivery_instructions
Delivery instructions follow karna.,delivery_instructions
Package guard ke paas chhod dena.,delivery_instructions

leave at door.,delivery_instructions
call before delivery.,delivery_instructions
don't ring bell.,delivery_instructions
leave with guard.,delivery_instructions
leave with neighbor.,delivery_instructions
