text,intent
Verification OTP bhejo.,account_verification
purchase history.,order_history
Please track my courier.,track_shipment
Change my date of birth.,profile_update
Order ko return ke liye register karo.,return_order
Please koi accha phone batao.,product_recommendation
Date change kar do delivery ki.,reschedule_delivery
Mujhe galat product mila hai.,wrong_delivery
My account has been blocked.,account_locked
Payment complete nahi ho raha.,payment_failed
Ye item purchase kar sakta hoon?,product_availability
Warranty status check karo.,warranty_claim
order confirmed?,order_confirmation
Complaint status please.,complaint_status
Discount code kaam nahi kar raha.,promo_code_issue
Details please.,product_information
Students ke liye laptop batao.,product_recommendation
Mera order update kar do.,modify_order
Do you have this item in inventory?,product_availability
product specifications.,product_information
Mera profile fir se enable karo.,reactivate_account
My shipping address needs to be updated.,update_address
Is product ka weight kitna hai?,product_information
Ye variant available hai?,product_availability
Account ko hamesha ke liye hata do.,delete_account
Ye samaan dobara mangwana hai.,reorder_product
complaint update.,complaint_status
Promo code verify karo.,promo_code_issue
Is my order out for delivery?,order_status
Delivery complete dikha raha hai but order nahi mila.,order_not_received
Mere parcel ki live location batao.,track_shipment
Please mera refund initiate karo.,refund_request
Why can't I log into my account?,login_issue
I couldn't complete the payment.,payment_failed
forgot password.,reset_password
Issue fix karne mein help chahiye.,technical_support
Is the courier on the way?,delivery_status
I want to reactivate my account.,reactivate_account
I need a replacement because the item is damaged.,damaged_package
Can you update me about my order?,order_status
same product again.,reorder_product
Mujhe apna order cancel karna hai.,cancel_order
I did not receive my order.,order_not_received
Retail outlet batao.,store_location
Account mein enter nahi ho pa raha.,login_issue
Mujhe nearest store dikhao.,store_location
I received the wrong item.,wrong_delivery
Account block ho gaya hai.,account_locked
DOB update karni hai.,profile_update
Mujhe dusra delivery slot chahiye.,change_delivery_slot
Double payment has been deducted.,duplicate_payment
Mera payment fail ho gaya.,payment_failed
Mera order rok do.,cancel_order
When is my package arriving today?,delivery_status
Has my package reached my city?,delivery_status
Mujhe wrong product mila.,wrong_delivery
Account ko hold par daal do.,deactivate_account
Main ek issue report karna chahta hoon.,raise_complaint
Galat product mila hai return karna hai.,return_order
Achha monitor suggest kijiye.,product_recommendation
Mera login fail ho raha hai.,login_issue
Order locate karo.,order_status
Mera parcel replace karo.,exchange_order
Package baad mein bhejo.,reschedule_delivery
leave with guard.,delivery_instructions
Please remove the account lock.,account_locked
Is speaker mein Bluetooth hai kya?,product_information
Return process shuru karo.,return_order
Bot se baat nahi karni.,speak_to_agent
product details.,product_information
Letter box mein parcel rakh dena.,delivery_instructions
track parcel asap.,track_shipment
Wrong order delivered to me.,wrong_delivery
Mera account recover kar do.,reactivate_account
Mera package locate kijiye.,track_shipment
Reactivate my profile.,reactivate_account
Courier kal bhej do.,reschedule_delivery
The screen of the product is cracked.,damaged_package
Refund ke liye request bhejo.,refund_request
Is today's delivery running on schedule?,delivery_status
Please delivery check karo.,delivery_status
Bell mat bajana.,delivery_instructions
Can you check today's delivery update?,delivery_status
Dusra email use karna hai.,change_email
edit mobile number.,change_phone
Mera account update karo.,profile_update
wallet balance.,wallet_balance
What is my payment status?,payment_status
The package is missing.,order_not_received
Mujhe payment details dikhao.,payment_status
verification email.,account_verification
Voucher ka issue hai.,promo_code_issue
verify account.,account_verification
Temporary account band karna hai.,deactivate_account
change email.,change_email
Can you update today's delivery status?,delivery_status
Has my order entered shipping stage?,order_status
Help me with a warranty claim.,warranty_claim
Can you show mera order history?,order_history
Has the refund been initiated?,refund_status
I have moved to a new address.,update_address
Account restriction hatao.,account_locked
Tell me the material of this product.,product_information
I want to download my invoice.,invoice_request
Turn my account back on.,reactivate_account
Courier ne deliver nahi kiya.,order_not_received
Complete my account verification.,account_verification
Kaunsa TV kharidna chahiye?,product_recommendation
Good evening.,general_query
Please update my contact number.,change_phone
Give me an update on my refund.,refund_status
Reopen my account.,reactivate_account
Hand it over to my family member.,delivery_instructions
Mera shipment delay ho gaya hai.,delivery_delay
Product broken aaya hai.,damaged_package
Mera paisa account mein wapas bhejo.,refund_request
Order abhi tak deliver nahi hua.,delivery_delay
Refund approve karo.,refund_request
Tax invoice bhejo.,invoice_request
Recommend a lightweight laptop.,product_recommendation
exchange my purchase.,exchange_order
Can I reschedule my delivery?,reschedule_delivery
Package ki location check kijiye.,track_shipment
I cannot access my account because it is locked.,account_locked
My account won't open.,login_issue
Complaint register please.,raise_complaint
Kripya mera order return kar dijiye.,return_order
Recommend a laptop for students.,product_recommendation
Package kal deliver kar dijiye.,reschedule_delivery
Parcel abhi tak nahi mila.,delivery_delay
Exchange process shuru karo.,exchange_order
Naya number register karo.,change_phone
Has my purchase been processed?,order_status
Delete my account.,delete_account
Mere order ki delivery kab hogi?,order_status
Delivery after office hours karna.,change_delivery_slot
Color change karna hai.,modify_order
Meri delivery reschedule karo.,reschedule_delivery
Good night.,general_query
Order deliver nahi hua.,order_not_received
Package deliver nahi hua.,order_not_received
new phone number.,change_phone
I want to complain about this product.,raise_complaint
Sabhi account records delete karo.,delete_account
Mera registered email change karo.,change_email
My account is locked.,account_locked
Support agent se connect kar do.,speak_to_agent
Mera order ready hua kya?,order_status
Delivery progress dikhao.,delivery_status
Can you file meri complaint?,raise_complaint
Naya password set kar do.,reset_password
locked out.,account_locked
Offer code apply nahi ho raha.,promo_code_issue
item damaged.,damaged_package
Mera order hata do.,cancel_order
in stock.,product_availability
Address update please.,update_address
Recommend headphones with good bass.,product_recommendation
Mujhe receipt chahiye.,invoice_request
Is product ke details batao.,product_information
Please evening delivery karna.,change_delivery_slot
Is the blue color available?,product_availability
OTP receive nahi hua.,account_verification
Complaint create kar do.,raise_complaint
Login is not working.,login_issue
Order expected time pe nahi aaya.,delivery_delay
Mera latest order hata do.,cancel_order
Account ka email badalna hai.,change_email
Change my delivery slot.,change_delivery_slot
Delivery ki timing change kijiye.,reschedule_delivery
Morning delivery kar do.,change_delivery_slot
Is my cashback approved?,cashback_query
I received a different product.,wrong_delivery
Mujhe password recover karna hai.,reset_password
Contact the delivery agent.,delivery_agent_contact
Mujhe mera order nahi mila.,order_not_received
Mera account security reasons se block hua hai.,account_locked
Please password change karo.,reset_password
Mera parcel kab tak aayega?,delivery_delay
Identity verify kara do.,account_verification
Has my complaint been closed?,complaint_status
Payment ke baad order confirm hua?,order_confirmation
Ye kisi aur ka order hai.,wrong_delivery
Modify my registered email address.,change_email
Confirm karke hi delivery karna.,delivery_instructions
Payment receive hua ya nahi?,payment_status
Is my payment successful?,payment_status
Exchange order number 12345.,exchange_order
Has my refund been issued?,refund_status
Order cancel please.,cancel_order
Real agent chahiye.,speak_to_agent
Please delivery jaldi karvao.,delivery_delay
Remove my account permanently.,delete_account
Galat size mila hai.,exchange_order
Unable to sign in.,login_issue
I need to talk to a representative.,speak_to_agent
My order was supposed to arrive today.,delivery_delay
Show me the current location of my package.,track_shipment
Account ko dobara open karo.,reactivate_account
Courier abhi tak nahi pahucha.,delivery_delay
Double payment refund chahiye.,duplicate_payment
Mera login kaam nahi kar raha.,login_issue
good morning.,general_query
Mujhe order edit karna hai.,modify_order
Which headphones have the best sound quality?,product_recommendation
Mera refund pending hai.,refund_status
Login check karo please.,login_issue
Can you connect me to a human?,speak_to_agent
Has my order been approved?,order_status
Payment retry karna hai.,payment_failed
Can you update my address?,update_address
Galti se do payment ho gaye.,duplicate_payment
Delivery boy ka phone number chahiye.,delivery_agent_contact
Old address remove karo.,update_address
Kripya mera account restore kar dijiye.,reactivate_account
Mera profile update karo.,profile_update
Color change karna hai.,exchange_order
Keep the package in a safe place.,delivery_instructions
Can you locate my shipment?,order_status
Mera parcel track karo.,order_status
Can you help me return my purchase?,return_order
Show my wallet balance.,wallet_balance
Mujhe representative se baat karni hai.,speak_to_agent
Card ki jagah UPI use karna hai.,payment_method_change
Parcel ko front door pe rakh dena.,delivery_instructions
Complaint resolve hui ya nahi?,complaint_status
My mobile number has changed.,change_phone
Mera parcel deliver hua kya?,delivery_status
service center.,store_location
Coupon reject ho gaya.,promo_code_issue
payment failed.,payment_failed
Best smartwatch kaunsa hai?,product_recommendation
Mera account freeze ho gaya hai.,account_locked
Subah delivery mat karna.,change_delivery_slot
Can you change my mobile number?,change_phone
Refund my purchase.,refund_request
Where is my courier now?,track_shipment
Registered phone badal do.,change_phone
Account unlock kar do.,account_locked
Can you reset mera password?,reset_password
Account reactivate kar do.,reactivate_account
order cancel asap.,cancel_order
Product badalna hai.,exchange_order
The payment did not go through.,payment_failed
Can you unlock my account?,account_locked
product description.,product_information
Is product ki specification batao.,product_information
Product ki screen crack hai.,damaged_package
Payment process complete nahi hua.,payment_failed
Login page work nahi kar raha.,login_issue
I did not receive all the items.,missing_package
Where is my package? I never received it.,order_not_received
Box daba hua hai.,damaged_package
Correct my profile details.,profile_update
Payment process fail ho gaya.,payment_failed
Has my parcel reached my city?,delivery_status
Mera account unlock aur activate karo.,reactivate_account
Box toot gaya hai.,damaged_package
Invoice dobara bhejo.,invoice_request
Meri delivery agle din bhejiye.,reschedule_delivery
Cashback approve hua kya?,cashback_query
Transaction complete nahi hua.,payment_failed
I received an incomplete package.,missing_package
leave at door.,delivery_instructions
My account has been disabled due to security reasons.,account_locked
Has my refund been processed?,refund_status
Transfer my chat to a live representative.,speak_to_agent
Maine pehle kya purchase kiya tha?,order_history
Update my mobile number.,change_phone
I need to return the item.,return_order
Naya phone number add karo.,change_phone
Is my refund approved?,refund_status
What is the latest refund update?,refund_status
Information edit karni hai.,profile_update
Refund process start karo.,refund_request
Store address please.,store_location
Mujhe pura refund chahiye.,refund_request
Mera package missing hai.,order_not_received
My product stopped working.,warranty_claim
Wallet balance update do.,wallet_balance
want to return.,return_order
Maine naya email banaya hai.,change_email
change payment option.,payment_method_change
Profile ko temporarily disable karo.,deactivate_account
I want to register a different email.,change_email
change delivery date.,reschedule_delivery
Delivery Monday ko kar dijiye.,reschedule_delivery
Account verify please.,account_verification
I am unable to redeem the offer.,promo_code_issue
Best choice batao.,product_recommendation
Delivery person ka contact batao.,delivery_agent_contact
Order place nahi hua kyunki payment fail hua.,payment_failed
Mere parcel mein ek item missing hai.,missing_package
Mere refund ka status kya hai?,refund_status
Parcel toot gaya hai.,damaged_package
Wallet balance check kar do.,wallet_balance
Available color batao.,product_availability
Can you cancel mera order?,cancel_order
Parcel pura nahi hai.,missing_package
Track package number 12345.,track_shipment
I need access to my locked account.,account_locked
Promo code check karo.,promo_code_issue
Has my order reached the delivery stage?,delivery_status
Time slot update karo.,change_delivery_slot
Can you check ye product?,product_availability
order this again.,reorder_product
Mujhe cashback nahi mila.,cashback_query
When can I expect my delayed package?,delivery_delay
Mujhe evening slot hi chahiye.,change_delivery_slot
Verify my account.,account_verification
Thank you so much.,general_query
Coupon accept nahi ho raha.,promo_code_issue
Mera order approve hua kya?,order_confirmation
Deactivate account please.,deactivate_account
My product is malfunctioning.,technical_support
Mera naam change karna hai.,profile_update
When will my delayed order arrive?,delivery_delay
Track my courier in real time.,track_shipment
Product exchange nahi return chahiye.,return_order
Software error dikha raha hai.,technical_support
Mera account reactivate kar do.,reactivate_account
Please replace the wrongly delivered item.,wrong_delivery
product suggestion.,product_recommendation
Where is the delivery vehicle?,track_shipment
Please send me the invoice.,invoice_request
Warranty kaise claim karun?,warranty_claim
Mera order record dikhao.,order_history
I want to return this item and get a refund.,refund_request
Exchange my order.,exchange_order
Ye wala order cancel karna hai.,cancel_order
Device restart nahi ho raha.,technical_support
Can I change my delivery window?,change_delivery_slot
I want to know my payment status.,payment_status
Troubleshooting help chahiye.,technical_support
Warranty help chahiye.,warranty_claim
Order dispatch hone wala hai kya?,order_status
Best shoes suggest karo.,product_recommendation
Deliver my package in the afternoon.,change_delivery_slot
Use another payment option.,payment_method_change
Mujhe wahi item dobara chahiye.,reorder_product
Mujhe support team se connect karo.,speak_to_agent
Show my recent orders.,order_history
Please change my shipping address.,update_address
I forgot my login credentials.,login_issue
register complaint.,raise_complaint
Product return karna hai yaar.,return_order
Mujhe invoice chahiye.,invoice_request
Meri delivery kaafi delay ho gayi hai.,delivery_delay
Order number 12345 ki delivery reschedule karo.,reschedule_delivery
I need the latest tracking information.,order_status
Ye mera order nahi hai.,wrong_delivery
Cancel my recent order.,cancel_order
Complaint ticket banao.,raise_complaint
Where can I see my order status?,order_status
Warranty claim kar do.,warranty_claim
Can you verify my refund status?,refund_status
Profile information edit karo.,profile_update
Delete account please.,delete_account
Mujhe delivery executive se connect karo.,delivery_agent_contact
Gate ke bahar parcel rakh dena.,delivery_instructions
Confirmation message dikhao.,order_confirmation
Mera sara data hata do.,delete_account
How do I reset my password?,reset_password
Discount nahi mila.,promo_code_issue
Please help me troubleshoot the problem.,technical_support
Payment accept nahi hua.,payment_failed
Is product ki warranty kitni hai?,product_information
Switch my payment to credit card.,payment_method_change
Retail store ka address do.,store_location
Profile permanently remove karo.,delete_account
Order number 12345 ka status kya hai?,order_status
Can you check mera parcel?,order_status
I'm getting an authentication error.,login_issue
Do transactions dikh rahe hain.,duplicate_payment
What is the available wallet balance?,wallet_balance
Delivery status late dikha raha hai.,delivery_delay
Has my purchase been confirmed?,order_confirmation
Refund process kar do.,refund_request
Can you locate mera shipment?,track_shipment
cashback not received.,cashback_query
check complaint.,complaint_status
Is my order confirmed?,order_confirmation
Find your nearest shop.,store_location
Login complete nahi ho raha.,login_issue
Order incomplete deliver hua.,missing_package
package tracking.,track_shipment
Replace my product with another one.,exchange_order
Courier ki movement bataiye.,track_shipment
Product wapas bhejna hai.,return_order
Receipt send karo.,invoice_request
verification OTP.,account_verification
I have a complaint about my order.,raise_complaint
Account unlock karne mein help karo.,account_locked
GST invoice chahiye.,invoice_request
Device baar baar hang ho raha hai.,technical_support
Refund ki current position kya hai?,refund_status
Delivery ki date badal dijiye.,reschedule_delivery
Mujhe service ki complaint karni hai.,raise_complaint
Mere order mein changes karne hain.,modify_order
Bahut login attempts ke baad account lock ho gaya.,account_locked
Mujhe cashback kyun nahi mila?,cashback_query
Refund request bhejna hai.,refund_request
I want to send this product back.,return_order
I want to know my refund status.,refund_status
delivery not received.,order_not_received
Delivery mein issue hai kya?,delivery_delay
Voucher kaam nahi kar raha.,promo_code_issue
Is there a store in my city?,store_location
Deliver it in the evening instead.,reschedule_delivery
Mujhe naya password banana hai.,reset_password
Mera account disable kar diya gaya hai.,account_locked
call delivery boy.,delivery_agent_contact
Check my payment status.,payment_status
need exchange now.,exchange_order
Can I use another phone number?,change_phone
Mere wallet ka balance kya hai?,wallet_balance
I didn't receive my cashback.,cashback_query
Mera wallet balance batao.,wallet_balance
Mere budget mein best phone batao.,product_recommendation
Show my order confirmation.,order_confirmation
My payment was rejected.,payment_failed
Product return karke refund chahiye.,refund_request
Promo code invalid hai.,promo_code_issue
Payment reject ho gaya hai.,payment_failed
Start the refund process.,refund_request
Can you check mera login?,login_issue
Mera courier track karo.,track_shipment
Nearest store batao.,store_location
App crash ho rahi hai.,technical_support
The transaction could not be completed.,payment_failed
Please process my refund request.,refund_request
Suggest a refrigerator for a family of four.,product_recommendation
Payment confirm karo.,payment_status
Parcel mein product missing hai.,missing_package
dont want this order.,cancel_order
password reset link.,reset_password
Data bhi delete kar do.,delete_account
How are you?,general_query
Track my parcel please.,track_shipment
Refund request submit karo.,refund_request
Budget product dikhao.,product_recommendation
delivery later.,reschedule_delivery
My parcel is arriving very late.,delivery_delay
Check whether my payment is successful.,payment_status
Please process my exchange request.,exchange_order
Order ka refund chahiye please.,refund_request
Can I order this item again?,reorder_product
System account locked dikha raha hai.,account_locked
My payment failed.,payment_failed
Mere order mein ek item missing hai.,missing_package
Please postpone today's delivery.,reschedule_delivery
Exchange kar do please.,exchange_order
Galat saman deliver hua hai.,wrong_delivery
Mobile number modify karo.,change_phone
I need a different delivery time.,change_delivery_slot
Mera order dobara place karo.,reorder_product
I need to call the delivery person.,delivery_agent_contact
Mujhe warranty support chahiye.,warranty_claim
Delivery person ka mobile number batao.,delivery_agent_contact
Order place nahi hua payment fail hone ki wajah se.,payment_failed
I prefer morning delivery.,change_delivery_slot
Show me my latest order update.,order_status
There is a delay in my delivery.,delivery_delay
Login button respond nahi kar raha.,login_issue
Mere paise do baar deduct hue.,duplicate_payment
Phone number change kar do.,change_phone
I got a payment failure notification.,payment_failed
Kripya mera order exchange kar dijiye.,exchange_order
I need technical support.,technical_support
Meri purchase history dikhao.,order_history
Bill email kar do.,invoice_request
Meri complaint verify karo.,complaint_status
Delivery ke time package damage ho gaya.,damaged_package
Afternoon mein parcel deliver karo.,change_delivery_slot
The courier says delivered but I didn't receive it.,order_not_received
damaged package.,damaged_package
Kya delivery shuru ho gayi hai?,delivery_status
My package should have arrived already.,delivery_delay
Do you have this product?,product_availability
Can you generate my invoice?,invoice_request
Will my package arrive today?,delivery_status
Cashback receive nahi hua.,cashback_query
My email address has changed.,change_email
Can you recommend a good laptop?,product_recommendation
The delivery timeline has been exceeded.,delivery_delay
Account open nahi ho raha.,login_issue
Modify my phone number.,change_phone
Daily use ke liye product recommend karo.,product_recommendation
Did my payment go through?,payment_status
Please payment check karo.,payment_failed
Mera parcel kis city mein hai?,track_shipment
Mujhe account band karna hai abhi.,deactivate_account
Naya number use karna hai.,change_phone
Has my order been accepted?,order_confirmation
Shipment abhi tak nahi aaya.,delivery_delay
Did my order go through?,order_confirmation
Transaction cancel ho gaya.,payment_failed
My cashback is missing.,cashback_query
Login karte hi account lock dikha raha hai.,account_locked
Mujhe password yaad nahi hai.,reset_password
Transaction do baar hua.,duplicate_payment
Warranty valid hai kya?,warranty_claim
I need to update my email ID.,change_email
I need to recover my account password.,reset_password
Delivery agent ka number batao.,delivery_agent_contact
The item delivered is completely different.,wrong_delivery
don't ring bell.,delivery_instructions
verify identity.,account_verification
Kya mera order abhi pending hai?,order_status
Package track karo.,track_shipment
Mujhe evening mein delivery chahiye.,change_delivery_slot
Can I buy this product now?,product_availability
Do not leave the package unattended.,delivery_instructions
Display my wallet balance.,wallet_balance
Verify my email address.,account_verification
Login credentials accept nahi ho rahe.,login_issue
Thank you.,general_query
Mera courier kaha tak pahucha?,track_shipment
Permanent account deletion chahiye.,delete_account
Profile deactivate kar do.,deactivate_account
Order ki delivery ruk gayi hai kya?,delivery_delay
Phone ki battery capacity batao.,product_information
I want to know more about this item.,product_information
Account ko enable kar do.,reactivate_account
delivery after 6 pm.,change_delivery_slot
My payment got duplicated.,duplicate_payment
I can't remember my password.,reset_password
Temporary account disable karo.,deactivate_account
Maine naya mobile number liya hai.,change_phone
Mera order alag tha.,wrong_delivery
My account is not verified.,account_verification
Please warranty check karo.,warranty_claim
Please arrange a return pickup.,return_order
Can I get a copy of my invoice?,invoice_request
Is my shipment out for delivery?,delivery_status
Payment receive hua kya?,payment_status
Duplicate transaction check karo.,duplicate_payment
Order ka refund chahiye.,refund_request
Mera purchase confirm hua kya?,order_confirmation
Payment refund kar dijiye.,refund_request
human support.,speak_to_agent
Transaction unsuccessful hai.,payment_failed
Product sahi se kaam nahi kar raha.,technical_support
Can you find a store near me?,store_location
track complaint.,complaint_status
app crashing.,technical_support
Top-rated products dikhao.,product_recommendation
didn't get package.,order_not_received
Resend the verification email.,account_verification
wrong product selected.,modify_order
Please provide my complaint update.,complaint_status
Mera order nahi mila.,order_not_received
Please process my warranty request.,warranty_claim
money deducted twice.,duplicate_payment
Password galat bata raha hai.,login_issue
Delivery ki nayi date do.,reschedule_delivery
Please tell me my delivery progress.,delivery_status
Mera parcel abhi kahan hai?,track_shipment
Show me all my completed orders.,order_history
Money double deduct ho gaya.,duplicate_payment
Find the closest outlet.,store_location
I want live tracking for my parcel.,track_shipment
Mujhe apna profile edit karna hai.,profile_update
Complaint close hui kya?,complaint_status
Delivery instructions follow karna.,delivery_instructions
Package receive karne se pehle phone karna.,delivery_instructions
Order process mat karo.,cancel_order
Why is my delivery so late?,delivery_delay
Meri delivery ki details dikhao.,delivery_status
I need information about this product.,product_information
Refund request accept hui kya?,refund_status
Shipment ki location check karo.,track_shipment
Mera account block ho gaya hai.,account_locked
Complaint raise karo.,raise_complaint
Complaint pending hai kya?,complaint_status
Please mera account enable kar do.,reactivate_account
Can I speak to your support team?,speak_to_agent
Agle hafte delivery karna.,reschedule_delivery
How's it going?,general_query
Mujhe sirf ek item mila.,missing_package
Can I get a refund?,refund_request
Please reschedule my delivery.,reschedule_delivery
Main password bhool gaya hoon.,login_issue
Order return process batao.,return_order
Where is the nearest service center?,store_location
Warranty process batao.,warranty_claim
Promo code error fix karo.,promo_code_issue
Mera account locked hai.,account_locked
Deactivate my account.,deactivate_account
Mujhe warranty claim karna hai.,warranty_claim
Payment refund please.,refund_request
Email verify karna hai.,account_verification
Mera account verify karo.,account_verification
Please mera product exchange karo.,exchange_order
Cashback update chahiye.,cashback_query
Family member ko handover kar dena.,delivery_instructions
Mera previous order check karo.,order_history
Support team se baat karni hai.,speak_to_agent
Delivery agent ka number do.,delivery_agent_contact
What are the dimensions of this refrigerator?,product_information
Agent ka phone number do.,delivery_agent_contact
Account restricted ho gaya hai.,account_locked
Recommend a smartwatch for fitness.,product_recommendation
Order ka live status batao.,order_status
Wallet mein kitna paisa hai?,wallet_balance
Payment status batao.,payment_status
Mujhe customer care se baat karni hai.,speak_to_agent
Mera refund bank mein aaya kya?,refund_status
Please resend my invoice.,invoice_request
How do I claim the warranty?,warranty_claim
Ghar pahunchne par call karna.,delivery_instructions
Has the payment been completed?,payment_status
return order pls.,return_order
Mera order return karo.,return_order
How can I return my order?,return_order
Delivery kal kar dena.,reschedule_delivery
Achha tablet bataiye.,product_recommendation
Refund status please.,refund_status
I want my package sent to another address.,update_address
Mera wallet check karo.,wallet_balance
can't login.,login_issue
Please login help karo.,login_issue
Account phone update kar do.,change_phone
Show my order history.,order_history
Complaint file kar do.,raise_complaint
Box damage hai.,damaged_package
Has the seller processed my order?,order_status
Warranty kitni hai?,product_information
Order confirmation dikhao.,order_confirmation
customer care.,speak_to_agent
Achha refrigerator suggest kijiye.,product_recommendation
Package baad mein deliver karna.,reschedule_delivery
Mera parcel expected date ke baad bhi nahi aaya.,delivery_delay
reset password.,reset_password
My parcel has not arrived on time.,delivery_delay
Email details change karo.,change_email
Recommend a good smartwatch.,product_recommendation
My profile has been blocked.,account_locked
Can you track meri complaint?,complaint_status
Meri profile details badal do.,profile_update
Mere order ka status batao.,order_status
Mujhe aaj delivery nahi chahiye.,reschedule_delivery
Change my payment method.,payment_method_change
delivery executive contact.,delivery_agent_contact
The product has a manufacturing defect.,warranty_claim
Mere order ka latest status bataiye.,order_status
Device hang ho raha hai.,technical_support
Account access blocked hai.,account_locked
Mera payment method badal do.,payment_method_change
Mera phone number edit karo.,change_phone
Do baar transaction ho gaya.,duplicate_payment
Mera account fir se active kar dijiye.,reactivate_account
remove account.,delete_account
Doorbell mat bajana.,delivery_instructions
Ye size available hai kya?,product_availability
What features does this product have?,product_information
Can you delete mera account?,delete_account
Repeat my last purchase.,reorder_product
Has my order been shipped?,order_status
Exchange request bhejo.,exchange_order
account locked.,account_locked
Kripya mera account deactivate kar dijiye.,deactivate_account
I received only part of my order.,missing_package
New email add kar do.,change_email
Mera account close forever.,delete_account
The product is damaged.,damaged_package
Account access security ke kaaran band ho gaya.,account_locked
Has the refund been completed?,refund_status
Cash on Delivery hata do.,payment_method_change
Mera order delivery stage mein hai kya?,delivery_status
Mujhe product return karna hai.,return_order
Where is my cashback?,cashback_query
Why hasn't the delivery happened yet?,delivery_delay
Is this covered by warranty?,warranty_claim
Deliver it after 6 PM.,change_delivery_slot
Update my delivery address.,update_address
My order is delayed beyond the estimated date.,delivery_delay
My order was not delivered to me.,order_not_received
Can I call the courier agent?,delivery_agent_contact
recommend smartphone.,product_recommendation
Login failed again.,login_issue
Can you confirm mera order?,order_confirmation
My delivery is missing.,order_not_received
Does this laptop have a backlit keyboard?,product_information
The device freezes frequently.,technical_support
I want to close my account permanently.,delete_account
Can you deliver it later?,reschedule_delivery
Tell me the specifications of this smartwatch.,product_information
Out of stock hai kya?,product_availability
contact courier.,delivery_agent_contact
Is product ki specification bataiye.,product_information
order history.,order_history
Account block hata do.,account_locked
Mera paisa wapas karo.,refund_request
mera shipment??,track_shipment
Card payment unsuccessful hai.,payment_failed
Is my order being processed?,order_status
Mera delivery time update karo.,change_delivery_slot
Old number remove karo.,change_phone
Delivery next week kar do.,reschedule_delivery
Can you track mera order?,order_status
Does this product support fast charging?,product_information
Mujhe account deactivate karna hai.,deactivate_account
Mera wallet empty hai kya?,wallet_balance
Package bahar mat chhodna.,delivery_instructions
Mera shipment delivery ke liye nikla kya?,delivery_status
wallet amount.,wallet_balance
Store ki location batao.,store_location
Why is my shipment taking so long?,delivery_delay
Kya ye warranty cover mein aata hai?,warranty_claim
restore account.,reactivate_account
Please check my order progress.,order_status
The order never arrived.,order_not_received
Refund request raise karo.,refund_request
Please refund initiate karo.,refund_request
Please wrong order replace karo.,wrong_delivery
Reception pe parcel rakh dena.,delivery_instructions
I want to know my cashback amount.,cashback_query
I want to talk to the delivery agent.,delivery_agent_contact
Time change kar do delivery ka.,change_delivery_slot
Parcel darwaze ke bahar rakh dena.,delivery_instructions
Delivery start hui kya?,delivery_status
I need a full refund.,refund_request
Support executive se connect karo.,speak_to_agent
show old orders.,order_history
Start my refund process.,refund_request
Profile information change karni hai.,profile_update
Please duplicate payment check karo.,duplicate_payment
Mujhe apna order change karna hai.,modify_order
Meri delivery ka time badal do.,change_delivery_slot
Mujhe complaint karni hai.,raise_complaint
Complaint resolve hui kya?,complaint_status
Can you create a refund request?,refund_request
Please mera account remove karo.,delete_account
I need to update my contact details.,change_phone
Leave it with the watchman.,delivery_instructions
Change my delivery to tomorrow.,reschedule_delivery
Order edit karna hai.,modify_order
Courier ka contact share karo.,delivery_agent_contact
The box is damaged.,damaged_package
Package ka live location dikhao.,track_shipment
Reschedule order number 12345.,reschedule_delivery
Main account open nahi kar paa raha kyunki lock hai.,account_locked
I want to exchange for another color.,exchange_order
Courier bahut late chal raha hai.,delivery_delay
Can you unlock mera account?,account_locked
Please account unlock karo.,account_locked
Mera parcel kab deliver hoga?,delivery_status
edit profile.,profile_update
Product kis material ka hai?,product_information
Kya mera order confirm ho gaya hai?,order_status
Mera purana account wapas chahiye.,reactivate_account
exchange order pls.,exchange_order
Delivery timing change karni hai.,reschedule_delivery
Shipment ka live tracking dikhaiye.,track_shipment
Double payment issue hai.,duplicate_payment
Password help chahiye.,reset_password
Mera profile delete karo.,delete_account
hello.,general_query
Nearest shop batao.,store_location
Mera purchase cancel karo.,cancel_order
Shaam mein delivery karna.,change_delivery_slot
Credentials sahi hain phir bhi login nahi ho raha.,login_issue
Refund ka update chahiye.,refund_status
How much storage does this phone offer?,product_information
Exchange kab hoga?,exchange_order
I need to deactivate my profile.,deactivate_account
Cashback amount kitna hai?,cashback_query
Delivery kaafi delay chal rahi hai.,delivery_delay
Account restore karna hai.,reactivate_account
Please login verify kar do.,login_issue
payment declined.,payment_failed
My account has been disabled.,account_locked
Deliver it to the security guard.,delivery_instructions
Refund ka latest update do.,refund_status
Service center kahan hai?,store_location
Kya courier delivery ke liye nikal gaya?,delivery_status
Order ka processing status bata do.,order_status
I want to update my address.,update_address
login failed.,login_issue
Please meri delivery postpone karo.,reschedule_delivery
Complaint lodge karo.,raise_complaint
Delivery ek din baad karna.,reschedule_delivery
Can you track my shipment?,track_shipment
Purane order ki list dikhao.,order_history
Parcel bahut der se pending hai.,delivery_delay
The system says my account is locked.,account_locked
Order cancel karna hai boss.,cancel_order
Where is your retail store?,store_location
I want a refund.,refund_request
The promo code shows an error.,promo_code_issue
Offline store kahan hai?,store_location
Main apna password bhool gaya hoon.,reset_password
payment status.,payment_status
Payment wapas kar do.,refund_request
Can you check damaged product?,damaged_package
Mujhe delivery ki date badalni hai.,reschedule_delivery
Where is your showroom?,store_location
